Genetic_ID	Master_ID	Skeletal_code	Skeletal_element	Year_data	Publication	Method_for	Date_mean	Date_standard	Full_Date	Age_at	Group_ID	Locality	Political_Entity	Lat.	Long.	Pulldown_Strategy	Data_source	No._Libraries	1240k_coverage	SNPs_hit_1240k	SNPs_hit_HO	Molecular_Sex	Family_ID	Y_haplogroup_terminal	Y_haplogroup_ISOGG_curation	mtDNA_coverage	mtDNA_haplogroup	mtDNA_match	Damage_rate	Sex_ratio	Library_type	Libraries	ASSESSMENT	ASSESSMENT_WARNINGS	Unnamed:_35
I13728	I13728	GENLAB 81 (F310, Sk. 900, cat.4591)	petrous	2021	PattersonNature2021	Direct: IntCal20	2227	55	381-179 calBCE (2214±30 BP, SUERC-49488)	..	England_MIA	England, Cambridgeshire, Trumpington Meadows	United Kingdom	52.170279	0.105604	Repulldown on 3.2M snpset	1240K	1	4.025091	830245	458159	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	460.4	T2a1a	[0.993,1.000]	0.124	0.422	ds.half	S13728.Y1.E1.L1	PASS	..	
I13729	I13729	GENLAB 82 (F1320, Sk. 2327, cat.8540)	petrous	2021	PattersonNature2021	Direct: IntCal20	2350	39	512-236 calBCE (2334±29 BP, SUERC-49494)	..	England_MIA	England, Cambridgeshire, Trumpington Meadows	United Kingdom	52.170279	0.105604	Repulldown on 3.2M snpset	1240K	1	4.072736	824468	454872	F	n/a (no relatives detected)	n/a (female)	n/a (female)	504.2	H1ag1	[0.987,0.999]	0.119	0.009	ds.half	S13729.Y1.E1.L1	PASS	..	
I13730	I13730	GENLAB 135, ExEKA09, Zone 13 (ID 246011; Context 246012, ExEKA09, Zone 13)	petrous	2021	PattersonNature2021	Direct: IntCal20	2237	56	390-202 calBCE (2240±30 BP, SUERC-40301)	adult , >45	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.459493	805526	444819	M	n/a (no relatives detected)	R-S5668	R1b1a1b1a1a2c1a2a	476.2	H1bb	[0.991,1.000]	0.127	0.417	ds.half	S13730.Y1.E1.L1	PASS	..	
I13731	I13731	GENLAB 136, ExEKA09, Zone 13 (ID 248091; Context 248092, ExEKA09, Zone 13)	petrous	2021	PattersonNature2021	Direct: IntCal20	2246	59	393-206 calBCE (2255±30 BP, SUERC-40302)	sub adult , 15-16	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.973891	835145	460030	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	464	U5a1a1g	[0.990,1.000]	0.121	0.418	ds.half	S13731.Y1.E1.L1	PASS	..	
I13732	I13732	GENLAB 137, ExEKA09, Zone 19 (ID 205111; Context 205108, ExEKA09, Zone 19)	petrous	2021	PattersonNature2021	Direct: IntCal20	2269	63	401-208 calBCE (2280±30 BP, SUERC-40712)	adult , 45-55	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	0.83145	550475	302950	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	114	U5b2c1	[0.987,0.998]	0.204	0.403	ds.half	S13732.Y1.E1.L1	PASS	..	
I14347	I14347	GENLAB 88; SK22	petrous	2021	PattersonNature2021	Direct: IntCal20	2224	56	371-176 calBCE (2205±30 BP, SUERC-27303)	adult 	England_MIA	England, West Yorkshire, Wattle Syke	United Kingdom	53.9085	-1.384997	Repulldown on 3.2M snpset	1240K	1	3.196819	733104	398553	M	n/a (no relatives detected)	R-DF23	R1b1a1b1a1a2c1a1a1a1	370.7	K2a	[0.980,0.994]	0.096	0.402	ss.half	S14347.Y1.E1.L1	PASS	damage.ss.half=0.096	
I14348	I14348	GENLAB 89; SK36	petrous	2021	PattersonNature2021	Direct: IntCal20	2222	58	368-173 calBCE (2200±30 BP, SUERC-27302)	young adult 	England_MIA	England, West Yorkshire, Wattle Syke	United Kingdom	53.9085	-1.384997	Repulldown on 3.2M snpset	1240K	1	3.402752	712013	387058	F	n/a (no relatives detected)	n/a (female)	n/a (female)	431.9	U3a1c	[0.978,0.993]	0.095	0.009	ss.half	S14348.Y1.E1.L1	PASS	damage.ss.half=0.095	
I14380	I14380	56950; 3651; GENLAB 259	petrous	2021	PattersonNature2021	Direct: IntCal20	2235	55	387-203 calBCE (2237±28 BP, OxA-17802)	sub adult , 14-16	England_MIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	3.740077	795626	439565	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	495.1	T2e1	[0.982,0.996]	0.115	0.424	ds.half	S14380.Y1.E1.L1	PASS	..	
I14549	I14549	TB 168, R3706	petrous	2021	PattersonNature2021	Direct: IntCal20	2267	63	401-208 calBCE (2279±31 BP, SUERC-76366)	..	England_MIA	England, Sussex, Brighton, Woodingdean	United Kingdom	50.836656	-0.075378	Repulldown on 3.2M snpset	1240K	1	0.564776	450985	249332	F	n/a (no relatives detected)	n/a (female)	n/a (female)	109.2	H1	[0.985,0.998]	0.095	0.01	ds.half	S14549.Y1.E1.L1	PASS	..	
I14800	I14800	GENLAB349; SK 507 (SK 507; Cut 7385, Coombe Area)	petrous	2021	PattersonNature2021	Direct: IntCal20	2228	54	382-197 calBCE (2216±30 BP, SUERC-95009)	juvenile, 13-17	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	2.005886	706613	379467	M	n/a (no relatives detected)	R-Z253	R1b1a1b1a1a2c1	294.7	J2b1	[0.970,0.988]	0.139	0.412	ss.half	S14800.Y1.E1.L1	PASS	..	
I14801	I14801	GENLAB350; SK 1500 (SK 1500; Cut 15510, main settlement)	petrous	2021	PattersonNature2021	Direct: IntCal20	2214	65	362-163 calBCE (2184±27 BP, SUERC-97421)	juvenile, 6-12	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	2.080439	694933	375235	F	n/a (no relatives detected)	n/a (female)	n/a (female)	309.3	X2b+226	[0.990,1.000]	0.103	0.009	ss.half	S14801.Y1.E1.L1	PASS	..	
I14804	I14804	GENLAB353; SK 503 (SK 503; Cut 6520, Coombe Area)	petrous	2021	PattersonNature2021	Direct: IntCal20	2233	55	387-201 calBCE (2231±30 BP, SUERC-95012)	juvenile, 6-12	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	2.747368	732685	394992	F	n/a (no relatives detected)	n/a (female)	n/a (female)	385.1	H1o	[0.978,0.996]	0.119	0.008	ss.half	S14804.Y1.E1.L1	PASS	..	
I14806	I14806	GENLAB355; SK 505 (SK 505;  Cut 6690, Isolated burial )	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2230	54	386-198 calBCE (2224±30 BP, SUERC-95014)	adult 	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	0.037945	43244	22974	F	n/a (no relatives detected)	n/a (female)	n/a (female)	33.52	H1bb	[0.986,1.000]	0.107	0.014	ss.half	S14806.Y1.E1.L1	PASS	..	
I14807	I14807	GENLAB356; SK 504 (SK 504; Cut 6652, Coombe Area)	petrous	2021	PattersonNature2021	Direct: IntCal20	2241	57	391-204 calBCE (2247±30 BP, SUERC-95018)	juvenile, 6-12	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	1.189233	607646	326621	M	n/a (no relatives detected)	R-DF49	R1b1a1b1a1a2c1a1a	189.4	T1a1	[0.979,0.993]	0.115	0.402	ss.half	S14807.Y1.E1.L1	PASS	..	
I14808	I14808	GENLAB357; SK 500 (SK 500; Cut 5197,Coombe Area)	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2274	62	401-209 calBCE (2279±26 BP, SUERC-97422)	adult 	England_MIA	England, Oxfordshire, Thame	United Kingdom	51.75	-0.99	Repulldown on 3.2M snpset	1240K	1	0.448243	348420	185124	F	n/a (no relatives detected)	n/a (female)	n/a (female)	102.2	H1	[0.927,0.962]	0.11	0.012	ss.half	S14808.Y1.E1.L1	PASS	mtcontam=[0.927,0.962]	
I14859	I14859	56950; 3660; GENLAB 261	petrous	2021	PattersonNature2021	Direct: IntCal20; R_combine	2227	50	377-203 calBCE (2227±18 BP) [R_combine: (2220±20 BP, PSUAMS-8551); (2250±35 BP, GrA-35998)]	sub adult , 15-17	England_MIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	1.660407	697596	375139	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	310.3	H7d3	[0.960,0.984]	0.12	0.397	ss.half	S14859.Y1.E1.L1	PASS	Xcontam=[0.005,0.012]	
I14860	I14860	56950; 3662; GENLAB 262	petrous	2021	PattersonNature2021	Direct: IntCal20	2231	54	386-198 calBCE (2225±30 BP, GrA-37686)	adult , 29-34	England_MIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	2.519634	779064	420366	F	n/a (no relatives detected)	n/a (female)	n/a (female)	444.3	X2b+226	[0.963,0.986]	0.108	0.01	ss.half	S14860.Y1.E1.L1	PASS	..	
I14863	I14863	56950; 3677; GENLAB 267	petrous	2021	PattersonNature2021	Direct: IntCal20	2225	52	360-201 calBCE (2201±20 BP) [R_combine: (2198±26 BP, OxA-18432); (2205±30 BP, GrA-37687)]	sub adult , 14-16	England_MIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	3.263966	789111	425713	F	n/a (no relatives detected)	n/a (female)	n/a (female)	576.2	U5b1b1+@16192	[0.976,0.992]	0.107	0.008	ss.half	S14863.Y1.E1.L1	PASS	..	
I14866	I14866	56950; 243204; GENLAB 273	petrous	2021	PattersonNature2021	Direct: IntCal20; R_combine	2226	50	372-197 calBCE (2212±21 BP) [R_combine: (2215±30 BP, SUERC-24071); (2244±27 BP, OxA-20795); (2176±27 BP, SUERC-97414)]	sub adult , 12-14	England_MIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	2.553571	734499	395925	M	n/a (no relatives detected)	I-L1195	I2a1b1a1a1	399.3	H1at1	[0.967,0.991]	0.13	0.414	ss.half	S14866.Y1.E1.L1	PASS	Xcontam=[0.007,0.014]	
I16591	I16591	GENLAB 23 (Pit A)	tooth	2021	PattersonNature2021	Direct: IntCal20	2311	53	408-232 calBCE (2305±27 BP, SUERC-94979)	..	England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217	Repulldown on 3.2M snpset	1240K	1	0.213311	194863	106233	M	n/a (no relatives detected)	R-Z260	R1b1a1b1a1a2c	236.6	H13a1a1	[0.994,1.000]	0.087	0.392673074	ds.half	S16591.Y1.E1.L1	PASS	..	
I16592	I16592	GENLAB 29 (DF70 on box, Pit XXXIX (b)) | GENLAB 31 (Pit XIII)	mandible (tooth)	2021	PattersonNature2021	Direct: IntCal20	2231	54	387-199 calBCE (2227±30 BP, SUERC-94989)	..	England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217	Repulldown on 3.2M snpset	1240K	2	8.121922	861618	472459	M	n/a (no relatives detected)	R-FGC5494	R1b1a1b1a1a2c1a6	744.731124	U5a1b1e	[0.986,0.999]	0.099	0.449	ds.half,ds.half	S16592.Y1.E1.L1,S17018.Y1.E1.L1	PASS	..	
I16593	I16593	GENLAB 32 (A1795)	tooth	2021	PattersonNature2021	Direct: IntCal20	2228	54	382-197 calBCE (2216±30 BP, SUERC-94990)	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.030219	33893	18446	F	n/a (no relatives detected)	n/a (female)	n/a (female)	84.42	H7b	[0.979,0.995]	0.072	0.015497553	ds.half	S16593.Y1.E1.L1	PASS	..	
I16595	I16595	GENLAB 51 (P21; Encl. II, BIX)	mandible (tooth)	2021	PattersonNature2021	Direct: IntCal20	2236	55	387-204 calBCE (2238±27 BP, SUERC-95000)	..	England_MIA	England, Wiltshire, Longbridge Deverill, Cow Down	United Kingdom	51.163778	-2.162783	Repulldown on 3.2M snpset	1240K	1	0.078409	78235	42481	F	n/a (no relatives detected)	n/a (female)	n/a (female)	64.5	T2b9	[0.986,0.996]	0.064	0.011252591	ds.half	S16595.Y1.E1.L1	PASS	..	
I16597	I16597	GENLAB 75 (F897, con. 3341, cat, 1971)	mandible (tooth)	2021	PattersonNature2021	Direct: IntCal20	2283	62	404-209 calBCE (2288±28 BP, SUERC-86447)	..	England_MIA	England, Bedfordshire, Broom Quarry	United Kingdom	52.079115	-0.280974	Repulldown on 3.2M snpset	1240K	1	0.962281	536808	292710	M	n/a (no relatives detected)	R-DF49	R1b1a1b1a1a2c1a1a	218	H1+16355	[0.972,0.991]	0.135	0.424019447	ds.half	S16597.Y1.E1.L1	PASS	..	
I16599	I16599	85680; 61394; GENLAB 274	tooth (canine)	2021	PattersonNature2021	Direct: IntCal20	2295	63	411-208 calBCE (2303±34 BP, SUERC-49183)	adult , 30-45	England_MIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402	Repulldown on 3.2M snpset	1240K	1	0.536611	393514	214794	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	645.7	T2b1	[0.996,1.000]	0.111	0.417440815	ds.half	S16599.Y1.E1.L1	PASS	..	
I16611	I16611	SF 96/2; F. 455B	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2267	63	401-208 calBCE (2279±31 BP, SUERC-60688)	..	England_MIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	0.30861	270061	147120	M	n/a (no relatives detected)	R-Y12651	R1b1a1b1a1a2c1a5b1a1a2	172.3	H1c	[0.965,0.987]	0.083	0.401283648	ds.half	S16611.Y1.E1.L1	PASS	..	
I17014	I17014	GENLAB 26 (box 20, Pit XV11)	petrous	2021	PattersonNature2021	Direct: IntCal20	2227	55	381-179 calBCE (2213±30 BP, SUERC-94982)	..	England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217	Repulldown on 3.2M snpset	1240K	1	2.588718	649932	358162	M	n/a (no relatives detected)	R-DF63	R1b1a1b1a1a2c1	165.5	U5b1b1d	[0.946,0.975]	0.126	0.446117618	ds.half	S17014.Y1.E1.L1	PASS	mtcontam=[0.946,0.975]	
I17015	I17015	GENLAB 27 (Pit XLVI(b))	petrous	2021	PattersonNature2021	Direct: IntCal20	2227	53	380-197 calBCE (2215±27 BP, SUERC-94983)	..	England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217	Repulldown on 3.2M snpset	1240K	1	2.011941	651365	360493	F	n/a (no relatives detected)	n/a (female)	n/a (female)	160.8	H2a2a1	[0.959,0.983]	0.168	0.013075817	ds.half	S17015.Y1.E1.L1	PASS	..	
I17016	I17016	GENLAB 28 (Pit XVI)	petrous	2021	PattersonNature2021	Direct: IntCal20	2226	55	377-178 calBCE (2210±30 BP, SUERC-94984)	..	England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217	Repulldown on 3.2M snpset	1240K	1	5.208603	822083	450416	M	n/a (no relatives detected)	R-Y11273	R1b1a1b1a1a2c1	413.3	U2e1a1	[0.990,0.998]	0.131	0.442670899	ds.half	S17016.Y1.E1.L1	PASS	..	
I19044	I19044	GENLAB367; JLU15; 583	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2228	52	381-199 calBCE (2221±25 BP, SUERC-97424)	..	England_MIA	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	52.210906	0.177859	Repulldown on 3.2M snpset	1240K	1	2.61	773647	420561	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	254.4	K1a+195	[0.976,0.994]	0.061	0.43	ss.half	S19044.Y1.E1.L1	PASS	damage.ss.half=0.061	
I19045	I19045	GENLAB368; JLU15; 1134	tooth	2021	PattersonNature2021	Direct: IntCal20	2238	56	388-206 calBCE (2243±25 BP, SUERC-97428)	..	England_MIA	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	52.210906	0.177859	Repulldown on 3.2M snpset	1240K	1	0.698	470797	250371	M	n/a (no relatives detected)	G-S23438	G2a2b2a1a1b1a1a2a1a1	464.6	U4a2	[0.993,1.000]	0.079	0.411	ss.half	S19045.Y1.E1.L1	PASS	damage.ss.half=0.079	
I19046	I19046	GENLAB369; JLU15; 1226	bone (phalanx)	2021	PattersonNature2021	Direct: IntCal20	2228	53	383-197 calBCE (2218±28 BP, SUERC-97429)	..	England_MIA	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	52.210906	0.177859	Repulldown on 3.2M snpset	1240K	1	1.598	708582	383891	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	111.3	H1t	[0.955,0.983]	0.072	0.418	ss.half	S19046.Y1.E1.L1	PASS	damage.ss.half=0.072	
I19207	I19207	GENLAB 325; 2718	tooth	2021	PattersonNature2021	Direct: IntCal20	2232	52	382-205 calBCE (2234±20 BP, UB-3920)	..	England_MIA	England, Oxfordshire, Yarnton	United Kingdom	51.7977	-1.313464	Repulldown on 3.2M snpset	1240K	1	0.1	103197	54008	M	n/a (no relatives detected)	R-M269	R1b1a1b	162.2	H	[0.973,0.992]	0.105	0.445	ss.half	S19207.Y1.E1.L1	PASS	..	
I19210	I19210	GENLAB 330; 2710	tooth	2021	PattersonNature2021	Direct: IntCal20	2201	73	355-118 calBCE (2168±21 BP, UB-3919)	..	England_MIA	England, Oxfordshire, Yarnton	United Kingdom	51.7977	-1.313464	Repulldown on 3.2M snpset	1240K	1	0.173	153262	78508	F	n/a (no relatives detected)	n/a (female)	n/a (female)	26.9	H1cg	[0.977,0.998]	0.118	0.017	ss.half	S19210.Y1.E1.L1	PASS	..	
I19211	I19211	GENLAB 331; 2719	tooth	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	..	England_MIA	England, Oxfordshire, Yarnton	United Kingdom	51.7977	-1.313464	Repulldown on 3.2M snpset	1240K	1	1.652	511988	276923	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	55.24	H1	[0.942,0.976]	0.15	0.472	ss.half	S19211.Y1.E1.L1	PASS	mtcontam=[0.942,0.976]	
I19652	I19652	GENLAB 65 (con. 5627, cat. 914, SF1296, F.1531)	petrous	2021	PattersonNature2021	Direct: IntCal20	2247	60	395-205 calBCE (2257±32 BP, SUERC-73829)	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.191	184919	95890	F	n/a (no relatives detected)	n/a (female)	n/a (female)	19.52	J1c2a2	[0.967,0.997]	0.13	0.015	ss.half	S19652.Y1.E1.L1	PASS	..	
I19653	I19653	GENLAB 66 (con. 5627, cat. 915, SF1299, F.1531)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.047	48985	25335	M	n/a (no relatives detected)	R-L151	R1b1a1b1a1a	7.671	H1n6	[0.931,0.993]	0.127	0.418	ss.half	S19653.Y1.E1.L1	PASS	..	
I19654	I19654	GENLAB 67 (con. 6116, cat. 1184, F.1531)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.364	305129	159359	F	n/a (no relatives detected)	n/a (female)	n/a (female)	18.24	H1c3a	[0.958,0.993]	0.127	0.01	ss.half	S19654.Y1.E1.L1	PASS	..	
I19656	I19656	GENLAB 69 (con. 6115, cat. 1183, F.1531)	petrous	2021	PattersonNature2021	Direct: IntCal20	2231	54	387-198 calBCE (2226±30 BP, SUERC-73828)	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	1.36	655231	349499	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	108.7	H5'36	[0.956,0.983]	0.102	0.428	ss.half	S19656.Y1.E1.L1	PASS	..	
I19856	I19856	GENLAB 37 (68; 104/1994/49)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	..	England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.085	92491	48561	F	n/a (no relatives detected)	n/a (female)	n/a (female)	6.856	R2'JT	[0.860,0.952]	0.241	0.013	ss.half	S19856.Y1.E1.L1	PASS	mtcontam=[0.86,0.952]	
I19872	I19872	GENLAB 122, EvEKA09, Zone 12 (ID 136033; Context 136034, EvEKA09, Zone 12)	petrous	2021	PattersonNature2021	Direct: IntCal20	2275	63	403-209 calBCE (2285±30 BP, SUERC-40287)	adult , 25-29	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	2.294	698524	376198	F	n/a (no relatives detected)	n/a (female)	n/a (female)	86.5	H13a1a1	[0.981,0.997]	0.192	0.013	ss.half	S19872.Y1.E1.L1	PASS	..	
I19873	I19873	GENLAB 123, ExEKA09, Zone 12 (ID 153040; Context 153039, ExEKA09, Zone 12)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	juvenile, 7-9	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	2.2	658916	355572	M	n/a (no relatives detected)	R-S7402	R1b1a1b1a1a2b1c1b	95.6	U5b2b	[0.961,0.985]	0.195	0.46	ss.half	S19873.Y1.E1.L1	PASS	Xcontam=[0.007, 0.014]	
I19907	I19907	GENLAB 125, ExEKA09, Zone 12 (ID 166005; Context 166004, ExEKA09, Zone 12)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	adult , 45-55	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	2.754	716135	387205	F	n/a (no relatives detected)	n/a (female)	n/a (female)	88.27	U2e1a1	[0.963,0.983]	0.231	0.015	ss.half	S19907.Y1.E1.L1	PASS	..	
I19908	I19908	GENLAB 126, ExEKA09, Zone 12 (ID 153011; Context 153012, ExEKA09, Zone 12)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	sub adult , 13-14	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	4.056	784441	425234	F	n/a (no relatives detected)	n/a (female)	n/a (female)	123.1	K2b1a	[0.991,0.999]	0.199	0.016	ss.half	S19908.Y1.E1.L1	PASS	..	
I19909	I19909	GENLAB 127, ExEKA09, Zone12 (ID 153028; Context 153027, ExEKA09, Zone12)	petrous	2021	PattersonNature2021	Direct: IntCal20	2227	54	381-197 calBCE (2215±30 BP, SUERC-40288)	adult , 40-50	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.634	798285	430930	M	n/a (no relatives detected)	R-BY9003	R1b1a1b1a1a2c1	83.82	T1a1+@152	[0.974,0.991]	0.227	0.449	ss.half	S19909.Y1.E1.L1	PASS	Xcontam=[0.006, 0.011]	
I19910	I19910	GENLAB 128, ExEKA09, Zone 12 (ID 153048; Context 153047, ExEKA09, Zone 12)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	adult , 40-50	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.125	749559	404704	F	n/a (no relatives detected)	n/a (female)	n/a (female)	111.8	U4a2	[0.970,0.991]	0.217	0.015	ss.half	S19910.Y1.E1.L1	PASS	..	
I19911	I19911	GENLAB 129, ExEKA09, Zone 12 (ID 153055; Context 153054, ExEKA09, Zone 12)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	adult , 35-45	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	4.027	761825	412161	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	99.95	K1a4a1	[0.965,0.985]	0.218	0.471	ss.half	S19911.Y1.E1.L1	PASS	..	
I19912	I19912	GENLAB 130, ExEKA09, Zone 13 (ID 126127; Context 126128, ExEKA09, Zone 13)	petrous	2021	PattersonNature2021	Direct: IntCal20	2222	58	368-173 calBCE (2200±30 BP, SUERC-40289)	adult , 25-33	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	4.457	788638	427375	F	n/a (no relatives detected)	n/a (female)	n/a (female)	118.3	H1bs	[0.972,0.993]	0.17	0.015	ss.half	S19912.Y1.E1.L1	PASS	..	
I19914	I19914	GENLAB 133, ExEKA09, Zone 13 (ID 220092; Context 220093, ExEKA09, Zone 13)	petrous	2021	PattersonNature2021	Direct: IntCal20	2233	55	387-200 calBCE (2230±30 BP, SUERC-40299)	sub adult , 14-16	England_MIA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.407	735791	398331	F	n/a (no relatives detected)	n/a (female)	n/a (female)	102.7	H3g1	[0.983,0.998]	0.169	0.015	ss.half	S19914.Y1.E1.L1	PASS	..	
I20582	I20582	GENLAB 338; 502/B/1	petrous	2021	PattersonNature2021	Direct: IntCal20	2217	63	368-165 calBCE (2190±30 BP, SUERC-95003)	..	England_MIA	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	51.74585	-1.416236	Repulldown on 3.2M snpset	1240K	1	3.631	789630	427420	F	n/a (no relatives detected)	n/a (female)	n/a (female)	91.89	H10	[0.979,0.999]	0.21	0.015	ss.half	S20582.Y1.E1.L1	PASS	..	
I20586	I20586	GENLAB 322; 2022	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2250	58	400-200 BCE	..	England_MIA	England, Oxfordshire, Yarnton	United Kingdom	51.7977	-1.313464	Repulldown on 3.2M snpset	1240K	1	3.747	801972	433158	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	145	J2b1a	[0.983,0.997]	0.205	0.446	ss.half	S20586.Y1.E1.L1	PASS	..	
